user_input,reference_contexts,reference,synthesizer_name
유튜브 세트탑박스에서 어떻게 켜고 쓸 수 있어요? 리모컨으로 스마트TV 모드에서 유튜브 앱 어떻게 쓰는지 자세히 알려주세요.,"['7 8\n리모컨 살펴보기\n4\n5\n6\n7\n8\n12\n14\n15\n16\nTV 전원과 B tv 전원을 동시에 켜고 끌 수 있어요. \n통합 전원을 눌렀을 때 TV 전원과 B tv 전원 중 하나만 작동한다면,\nTV 전원 버튼 또는 B tv 전원 버튼을 눌러 TV 전원과 B tv 전원을 모두 켜주세요.\n통합 전원\n스마트TV 모드로 전환되어 넷플릭스, 유튜브 등 스마트TV 앱 사용이 가능해요. \nB tv 서비스 모드로 전환하려면    등 B tv 서비스 버튼을 눌러 주세요.\n스마트TV\nB tv 음량을 조절할 수 있습니다. TV 음량 버튼이 작동하지 않는다면  버튼으로']","리모컨에서 통합 전원 버튼을 눌러 TV 전원과 B tv 전원을 모두 켜고, 스마트TV 모드로 전환하면 넷플릭스, 유튜브 등 스마트TV 앱을 사용할 수 있습니다. 만약 B tv 서비스 모드로 전환하려면 B tv 서비스 버튼을 눌러야 합니다.",single_hop_specifc_query_synthesizer
구글 음성검색 어떻게 써요?,"['음량을 조절하거나 제품설명서 뒷면 ‘TV 전원, 음량이 작동하지 않는다면?’ 을 확인해 주세요.\n음량 슬라이더 설정에 따라 TV 음량 또는 B tv 음량으로 선택할 수 있어요.\nB tv 음량\n음량 슬라이더\n되감기/빨리감기\n내가 설정한 메뉴나 검색, 멀티뷰, ZEM 등의 기능을 바로 실행해요. \n리모컨  버튼을 눌러 상단 메뉴를 불러오면 [설정 ▶ 사용자 맞춤 설정 ▶ 바로가기 버튼]\n에서 설정을 변경할 수 있어요.\n구글 음성검색 구글 어시스턴트 서비스를 이용할 수 있어요.(assistant.google.com)\n 쇼핑,  OTT 홈,  ZEM 버튼 중 원하는 버튼을 누르면 해당 서비스를 실행해요.']","구글 음성검색은 구글 어시스턴트 서비스를 이용할 수 있어요. 리모컨에서 쇼핑, OTT 홈, ZEM 버튼 중 원하는 버튼을 누르면 해당 서비스를 실행해요.",single_hop_specifc_query_synthesizer
B tv 음량은 리모콘에서 어떻게 조절해요?,"['※ 쇼핑, OTT홈 버튼은 SA02 리모컨에만 한해요.\n바로가기\nVOD 영상의 10초 혹은 30초 단위로 건너뛰어요.건너뛰기\n음량, 채널 버튼 SA02 리모컨 옆면의 음량 슬라이더 설정에 따라 TV 또는 B tv 음량을 조절할 수 있어요. \n(B tv 음량에서만) 음량 버튼을 아래로 2초 이상 누르면 음량을 ‘0’으로 변경할 수 있어요.\n채널 버튼은 실시간 방송의 채널을 한 칸씩 이동할 수 있어요.\nAI 음성검색 서비스를 이용할 수 있어요.\nAI 음성검색 : 리모콘 버튼을 누르면 AI 음성검색 서비스를 이용할 수 있어요.\nAI 음성검색\n이전, 나가기']","B tv 음량은 SA02 리모컨 옆면의 음량 슬라이더 설정에 따라 조절할 수 있어요. 또한, 음량 버튼을 아래로 2초 이상 누르면 음량을 ‘0’으로 변경할 수 있습니다.",single_hop_specifc_query_synthesizer
B tv 어케 켜요?,"['AI 음성검색\n이전, 나가기\n  넷플릭스,  B tv+,  Apple TV 중에 원하는 버튼을 누르면 해당 서비스로 이동해요.OTT 서비스 바로가기\n문자 지움, 변환  화면 내 문자를 입력할 때 한 글자씩 지울 수 있어요.\n 화면 내 문자를 입력할 때 숫자, 문자, 기호로 변경할 수 있어요.\n13\n11\n10\n9\n3\n1 상태 알림 LED 리모컨이 정상일 때 초록색 불빛, 배터리가 부족하면 빨간색 불빛이 들어와요.\nTV, B tv 전원 TV 전원과 B tv 전원을 각각 켜고 끌 수 있어요.\n·사용 중일 때: 10% 이상은 초록색 불빛, 10% 미만은 빨간색 불빛']","TV, B tv 전원은 각각 켜고 끌 수 있어요.",single_hop_specifc_query_synthesizer
스마트 3 셋톱박스 충전할때 불빛이 무슨 색으로 변하는지 알려주실 수 있나요? 그리고 완전히 충전되면 불빛이 어떻게 되나요? 저는 잘 몰라서 헷갈려요.,"['·충전 중일 때: 80% 이상은 초록색 불빛, 80% 미만은 빨간색 불빛\n·충전 완료 시: 초록색 불빛이 켜진 상태로 유지\n적용 셋톱박스\nUHD 4 셋톱박스\nSmart 3 셋톱박스, AI 스피커형 셋톱박스\n적용 셋톱박스\nSmart 3 셋톱박스\n※ Smart 3 셋톱박스 + 넷플릭스 상품 패키지 동시 가입 시 증정\n리모컨 BA03, BT12 리모컨 SA02\n2\nB tv 서비스\n바로가기\n측면(좌)\n측면(우)\n정면\n17\n13\n1615\n정면\n 측면(좌)\n측면(우)\n17']","Smart 3 셋톱박스는 충전 중일 때 배터리 잔량이 80% 이상이면 초록색 불빛이 켜지고, 80% 미만이면 빨간색 불빛이 켜집니다. 충전이 완료되면 초록색 불빛이 계속 켜진 상태로 유지됩니다.",single_hop_specifc_query_synthesizer
SKB 세트탑 박스에서 버튼을 이용해 재생 속도를 어떻게 조절하나요?,"['측면(좌)\n측면(우)\n17\n 버튼은 되감기(2, 4, 8, 16배속),   버튼은 빨리감기(0.8, 1, 1.2, 1.5,  2, 4, 8, 16배속)를 \n할 수 있으며 버튼을 계속해서 눌러, 재생 속도를 조절할 수 있어요. 단, 2배속 이상의 재생 속도\n에서는 음성 지원이 되지 않으며, 일부 화면에서는 화면 내 안내를 통해 기능 키로 쓰일 수 있어요.\n  이전 단계 화면으로 이동         진행 중인 기능과 서비스 종료\nTV 음량 모드 B tv 음량 모드\n17 음소거 기능을 실행해요. 5초간 길게 누르면 해상도를 조절할 수 있어요.조용히']","버튼은 되감기(2, 4, 8, 16배속)와 빨리감기(0.8, 1, 1.2, 1.5, 2, 4, 8, 16배속)를 할 수 있으며, 버튼을 계속해서 눌러 재생 속도를 조절할 수 있습니다. 단, 2배속 이상의 재생 속도에서는 음성 지원이 되지 않으며, 일부 화면에서는 버튼이 기능 키로 사용될 수 있습니다.",single_hop_specifc_query_synthesizer
뽀로로 TV 는 B tv 에서 어떻게 사용해요?,"['9 10\nTV를 켜자마자 볼만한 콘텐츠가 한눈에!\n본방에서 놓친 드라마, 예능을 바로바로!   ㅣ  최신 영화와 인기 해외 드라마를 한 곳에!  ㅣ  애니, 키즈부터 시니어 전용 콘텐츠까지!\nB tv 홈 화면 만나보기\n부가 앱 서비스\n앱 더보기\n알람\n설정\n월정액\n게임&앱\nZEM\n해피시니어 \n장르별 메뉴\n클래스101+, 금영 노래방, 뽀로로 TV와 같이 B tv에서 제공하는\n다양한 게임&앱 서비스를 이용할 수 있어요.\n자주 사용하는 앱 등록 및 순서를 지정할 수 있어요.\n구글에서 제공하는 알림이 있다면 빨간색 표시돼 알 수 있어요.']","뽀로로 TV는 B tv에서 제공하는 다양한 게임&앱 서비스 중 하나로, B tv 홈 화면에서 쉽게 만나볼 수 있습니다. 자주 사용하는 앱으로 등록하고 순서를 지정할 수 있으며, 구글 알림이 있을 때는 빨간색 표시로 알려줍니다.",single_hop_specifc_query_synthesizer
셋톱박스 인증 설정 어떻게 해요? 그리고 리모컨으로 TV랑 B tv 전원 같이 켜는 법 알려주세요.,"['<1-hop>\n\n셋톱박스 전력 사용량, 이렇게 확인하세요\n 이 기기는 SK브로드밴드 소유의 임대 기기입니다. \n 기기의 훼손이나 철거, 이전 등의 변경 조작 시도는 엄격히 금지되며, \n  이용자는 가입 계약을 해지하는 경우 정해진 기간 내에 셋톱박스를 반납해야 합니다.\n수신기 이용 안내\n목차\n안내사항\n셋톱박스·리모컨 살펴보기  3\nB tv 홈 화면 만나보기 9\n기기 연결 설정  11\nOTT 앱 이용하기 17\n상황별 문제 해결하기 13\n모바일 B tv 이용하기 18\n새롭게 바뀐 AI B tv를\n온 가족이 즐겨보세요\n· TV와 모바일에서 자유롭게 즐기는 미디어 생활', '<2-hop>\n\n설정할 수 있어요.\n인증 설정\n인증 방식 설정\n성인 인증 \n시청 제한 \n인증번호 혹은 인증패턴 중 인증 방식을 설정할 수 있어요.\n성인콘텐츠 및 성인채널 이용 시 필요한 인증번호, 패턴 변경 및 초기화를 설정할 수 있어요.\n유료 콘텐츠 구매 시 구매 인증을 설정하고 변경 및 초기화를 설정할 수 있어요.\n현재 사용 중인 TV에서 지원하는 해상도에 맞춰 B tv 화면의 해상도를 변경할 수 있어요.\n고객님의 TV에서 지원하는 해상도에 맞춰 화면 비율을 설정할 수 있어요.\nB tv 음향 출력 형식을 설정할 수 있어요.  \n※ 기본 스테레오 재생, Dolby 및 Atmos 음질 이용의 경우 외부기기 출력 설정 가능해요. \n화면/음향 설정\n화면 해상도 설정', '<3-hop>\n\n7 8\n리모컨 살펴보기\n4\n5\n6\n7\n8\n12\n14\n15\n16\nTV 전원과 B tv 전원을 동시에 켜고 끌 수 있어요. \n통합 전원을 눌렀을 때 TV 전원과 B tv 전원 중 하나만 작동한다면,\nTV 전원 버튼 또는 B tv 전원 버튼을 눌러 TV 전원과 B tv 전원을 모두 켜주세요.\n통합 전원\n스마트TV 모드로 전환되어 넷플릭스, 유튜브 등 스마트TV 앱 사용이 가능해요. \nB tv 서비스 모드로 전환하려면    등 B tv 서비스 버튼을 눌러 주세요.\n스마트TV\nB tv 음량을 조절할 수 있습니다. TV 음량 버튼이 작동하지 않는다면  버튼으로']","셋톱박스 인증 설정은 성인 인증, 시청 제한, 인증번호 또는 인증패턴 중에서 선택할 수 있어요. 성인콘텐츠 이용 시 필요한 인증번호나 패턴을 변경하거나 초기화할 수 있고, 유료 콘텐츠 구매 시 구매 인증도 설정할 수 있습니다. 리모컨으로 TV 전원과 B tv 전원을 동시에 켜고 끄려면 통합 전원 버튼을 누르세요. 만약 통합 전원 버튼이 하나만 작동하면, TV 전원 버튼과 B tv 전원 버튼을 각각 눌러 두 전원을 모두 켤 수 있습니다.",multi_hop_abstract_query_synthesizer
"셋톱박스와 리모컨을 사용하여 음성검색 기능을 활용하려면 어떻게 기기 연결 설정을 해야 하며, 음성검색 버튼을 눌렀을 때 에이닷과 연결되는 과정은 어떻게 이루어지나요?","['<1-hop>\n\n셋톱박스 전력 사용량, 이렇게 확인하세요\n 이 기기는 SK브로드밴드 소유의 임대 기기입니다. \n 기기의 훼손이나 철거, 이전 등의 변경 조작 시도는 엄격히 금지되며, \n  이용자는 가입 계약을 해지하는 경우 정해진 기간 내에 셋톱박스를 반납해야 합니다.\n수신기 이용 안내\n목차\n안내사항\n셋톱박스·리모컨 살펴보기  3\nB tv 홈 화면 만나보기 9\n기기 연결 설정  11\nOTT 앱 이용하기 17\n상황별 문제 해결하기 13\n모바일 B tv 이용하기 18\n새롭게 바뀐 AI B tv를\n온 가족이 즐겨보세요\n· TV와 모바일에서 자유롭게 즐기는 미디어 생활', '<2-hop>\n\n11 12\n기기 연결 설정\n프로필/모바일 B tv\n프로필 관리 \n프로필 추가 및\n모바일 B tv 연결\n셋톱박스와 모바일 B tv를 연결하여 최대 4개의 프로필을 설정할 수 있어요. \n휴대폰으로 QR코드를 촬영하거나, 인증번호를 입력하여 셋톱박스와 모바일 B tv를\n연결할 수 있어요.  \n기기 연결 설정 \n블루투스 연결\n에이닷 연결\n리모컨, 스피커, 게임패드 등 다양한 블루투스 기기와 연결할 수 있어요.\n개인 프로필 화면에서 음성검색 버튼을 누르면 에이닷과 연결할 수 있어요.\n사용자 맞춤 설정\n시작 화면 설정\n바로가기 버튼 설정\n자막 설정\n효과음\nAI 알림']","셋톱박스와 리모컨을 사용하여 음성검색 기능을 활용하려면 먼저 셋톱박스와 모바일 B tv를 연결하는 기기 연결 설정을 해야 합니다. 최대 4개의 프로필을 설정할 수 있으며, 휴대폰으로 QR코드를 촬영하거나 인증번호를 입력하여 연결할 수 있습니다. 또한, 리모컨과 스피커, 게임패드 등 다양한 블루투스 기기와도 연결할 수 있습니다. 음성검색 버튼을 누르면 개인 프로필 화면에서 에이닷과 연결되며, 이를 통해 음성검색 기능을 사용할 수 있습니다.",multi_hop_abstract_query_synthesizer
"셋톱박스의 음성인식 기능은 어떻게 작동하며, 음량 조절 시 불빛의 밝기와 위치가 어떤 역할을 하는지 자세히 설명해 주시겠습니까? 또한, 음성인식 기능 사용 중 마이크가 꺼졌거나 시스템 오류가 발생했을 때 어떤 알림이 제공되는지도 알려 주세요.","['<1-hop>\n\nAUX 출력  \nHDMI 포트\n랜 포트 \n전원 연결 포트 \n셋톱박스 전원\n사용자의 음성을 인식해요. \nB tv 채널을 변경할 수 있어요. \nB tv 또는 NUGU 서비스의 음량을 조절할 수 있어요.\nB tv 서비스를 시작하거나 종료할 수 있어요.\n11\n10\n1110\n※ B tv pop 이용 고객의 경우, Smart 3 셋톱박스만 설치 가능해요.', '<2-hop>\n\n※ 음량은 총 32단계로 조절할 수 있으며, 불빛의 밝기와 위치로 음량의 크기를 확인할 수 있어요.\n 중앙에 주황색 불빛이 들어와요. \n 불빛이 오랫동안 나타나면, 고객센터로 문의해 주세요.(고객센터 106)\n서비스를 시작할 때\n음성인식 기능을  \n사용할 때\n마이크가 꺼졌을 때\n음량을 조절할 때\n시스템 오류가\n발생했을 때\n상태별 알림 안내\nAI 스피커형 셋톱박스\n5\n※ B tv pop 이용 고객의 경우, Smart 3 셋톱박스만 설치 가능해요.']","셋톱박스는 사용자의 음성을 인식하여 B tv 채널 변경, B tv 또는 NUGU 서비스의 음량 조절, 그리고 B tv 서비스 시작이나 종료가 가능합니다. 음량은 총 32단계로 조절할 수 있으며, 음량 크기는 불빛의 밝기와 위치로 확인할 수 있습니다. 중앙에 주황색 불빛이 들어오며, 이 불빛이 오랫동안 나타나면 고객센터(106)로 문의해야 합니다. 음성인식 기능을 사용할 때, 마이크가 꺼졌거나 시스템 오류가 발생하면 상태별 알림 안내가 제공되어 사용자가 문제를 인지할 수 있도록 돕습니다.",multi_hop_abstract_query_synthesizer
B tv에서 시청 연령 제한을 설정하는 방법과 AI 음성검색 서비스를 이용해 OTT 앱을 선택 및 실행하는 절차는 어떻게 되나요?,"['<1-hop>\n\nAI가 제공하는 콘텐츠 시청과 구매에 유용한 정보 알림 기능을 설정할 수 있어요.\nVOD 회차 및 재생 목록의 연속 재생 기능을 설정할 수 있어요.\n셋톱박스를 지정한 시간에 끄도록 설정할 수 있어요.\nB tv 이용 내역에 따라 맞춤형 광고 제공에 대한 설정을 할 수 있어요. \n자녀 안심 설정\n시청 연령 제한 \n시청 습관 관리 \n콘텐츠 접근 관리\n실시간 채널과 VOD 시청의 제한 연령을 설정할 수 있어요.\n아이가 하루동안 TV를 볼 수 있는 시간, 시간대, 편수를 설정할 수 있어요.\n아이의 유해 매체물 접근을 제한하기 위해 성인 콘텐츠 및 성인 앱의 공개 여부를', '<2-hop>\n\n홈 상단 메뉴(Dock Menu)에서 OTT앱 선택 후, 게임&앱에서 \n  구글 플레이스토어 로그인 후 OTT 앱을 다운로드 받아 실행할 수 있어요. \n※ OTT에 따라 게임&앱에서 바로 이용할 수 없는 서비스도 있어요.\n   홈 상단 메뉴 ▶ OTT 또는 홈 ▶ 게임&앱 ▶ 구글 플레이스토어\n 모바일에서 유튜브 또는 다양한 OTT 앱을 실행해 주세요.\n 화면에 표시된 \n  화면 전송 버튼을 눌러 B tv와 연결할 수 있어요.\n※ OTT 서비스를 이용하려면 별도의 가입이 필요하며, 가입 후 B tv와 모바일 앱을\n    연결해 주세요. (앱에서 구글 계정 로그인을 한 후, 설정에서 ‘TV코드로 연결’ 실행)', '<3-hop>\n\n※ 쇼핑, OTT홈 버튼은 SA02 리모컨에만 한해요.\n바로가기\nVOD 영상의 10초 혹은 30초 단위로 건너뛰어요.건너뛰기\n음량, 채널 버튼 SA02 리모컨 옆면의 음량 슬라이더 설정에 따라 TV 또는 B tv 음량을 조절할 수 있어요. \n(B tv 음량에서만) 음량 버튼을 아래로 2초 이상 누르면 음량을 ‘0’으로 변경할 수 있어요.\n채널 버튼은 실시간 방송의 채널을 한 칸씩 이동할 수 있어요.\nAI 음성검색 서비스를 이용할 수 있어요.\nAI 음성검색 : 리모콘 버튼을 누르면 AI 음성검색 서비스를 이용할 수 있어요.\nAI 음성검색\n이전, 나가기']","B tv에서는 실시간 채널과 VOD 시청에 대해 제한 연령을 설정할 수 있으며, 아이가 하루 동안 TV를 볼 수 있는 시간, 시간대, 편수도 설정할 수 있습니다. 이를 통해 자녀 안심 설정과 시청 연령 제한, 시청 습관 관리, 콘텐츠 접근 관리가 가능합니다. 또한, AI 음성검색 서비스는 SA02 리모컨의 버튼을 눌러 이용할 수 있으며, 이를 통해 사용자는 음성으로 OTT 앱을 선택하고 실행할 수 있습니다. OTT 앱은 홈 상단 메뉴의 OTT 또는 게임&앱에서 구글 플레이스토어에 로그인 후 다운로드하여 실행할 수 있고, 모바일에서 유튜브 등 다양한 OTT 앱을 실행한 후 화면 전송 버튼을 눌러 B tv와 연결할 수도 있습니다.",multi_hop_abstract_query_synthesizer
